BeerID;StyleID;Size(L);OG;FG;ABV;IBU;Color;BoilSize;BoilTime;BoilGravity;Efficiency;MashThickness;BrewMethod;PitchRate;PrimaryTemp;PrimingMethod;PrimingAmount;UserId
8134;7;56.78;1.064;1.009;7.19;63.81;4.43;64.35;60;1.056;70;1.5;All Grain;N/A;21.11;N/A;N/A;40387
8135;7;20;1.068;1.013;7.21;206.62;5.74;28.5;60;1.048;68;3;All Grain;0.5;19;N/A;N/A;
8136;39;18.93;1.05;1.01;5.36;25.7;16.15;24.61;60;1.039;65;1.5;All Grain;1;18.33;N/A;N/A;30483
8137;144;20.82;1.044;1.014;3.97;34.37;9.12;28.39;60;1.032;73;N/A;All Grain;0.75;19.44;CO2;10lbs;396
8138;86;45.42;1.066;1.013;6.97;61.65;4.29;53;90;1.057;80;1.35;All Grain;N/A;18.89;N/A;N/A;
8139;30;19.87;1.045;1.01;4.6;22.41;5.48;7.57;65;1.06;35;N/A;extract;N/A;15.56;N/A;N/A;18665
8140;81;18.93;1.048;1.011;4.86;25.39;3.96;13.25;90;1.026;70;N/A;Partial Mash;1.5;10;N/A;N/A;
8141;19;20;1.082;1.024;8.21;33.65;29.67;32.5;90;1.05;70;2.5;All Grain;1;12;N/A;N/A;
8142;51;20.82;1.053;1.013;5.17;44.75;14.01;28.39;60;1.039;60;1.125;All Grain;0.75;20;Forced;10 psi;15289
8143;68;13.25;1.053;1.014;5.1;44.29;10.42;17.03;60;1.041;66;1.57;All Grain;N/A;21.11;N/A;N/A;
8144;7;18.93;1.074;1.018;7.26;0;8.48;22.71;60;N/A;75;N/A;All Grain;N/A;N/A;N/A;N/A;35054
8145;6;20.82;1.06;1.013;6.13;0;19.2;30.28;60;N/A;65;N/A;All Grain;N/A;N/A;N/A;N/A;
8146;58;22;1.047;1.013;4.51;35.46;38.02;25.3;60;1.041;85;N/A;BIAB;0.75;19;N/A;N/A;41635
8147;10;41.64;1.053;1.011;5.6;67.26;6.67;50.46;60;1.044;74;1.29;All Grain;0.75;N/A;N/A;N/A;
8148;4;20.82;1.057;1.009;6.18;42.36;16.7;24.61;60;1.048;70;N/A;BIAB;0.75;20;Light DME/Dextrose;7.2/5.4oz;411
8149;129;20.82;1.059;1.015;5.8;34.35;27.06;11.36;60;N/A;35;N/A;extract;N/A;15.56;N/A;N/A;2361
8150;23;18.93;1.065;1.012;6.94;0;5.83;20.82;60;N/A;75;N/A;All Grain;N/A;N/A;N/A;N/A;
8151;10;20;1.051;1.009;5.52;30.61;3.83;25.3;60;1.041;72;2.89;All Grain;0.75;21;N/A;N/A;32992
8152;7;41.64;1.064;1.015;6.43;75.85;9.1;49.21;60;1.054;70;1.3;All Grain;0.75;20;N/A;N/A;15542
8153;20;21.77;1.064;1.009;7.29;35.09;4.16;28.39;90;1.046;65;1.2;All Grain;0.75;20;N/A;N/A;
8154;75;20.82;1.062;1.015;6.22;19.9;24.44;24.61;60;1.052;75;1.25;All Grain;0.35;21.11;N/A;N/A;
8155;30;20.82;1.039;1.008;4.11;21.02;3.94;26.99;60;1.03;80;1.25;All Grain;1;15.56;Force;N/A;29934
8156;86;18.93;1.067;1.014;7.03;147.86;38.06;13.25;60;N/A;40;N/A;extract;N/A;N/A;N/A;N/A;
8157;10;18.93;1.052;1.008;5.81;0;10.75;18.93;60;N/A;75;N/A;Partial Mash;N/A;N/A;N/A;N/A;
8158;7;22.71;1.067;1.021;5.97;69.25;7.44;28.39;60;1.053;72;N/A;BIAB;0.75;18.89;N/A;N/A;
8159;10;21;1.054;1.015;5.12;27.49;9.78;11;60;1.103;35;N/A;extract;N/A;N/A;N/A;N/A;23391
8160;134;18.93;1.07;1.01;7.86;0;3;26.5;75;N/A;65;N/A;All Grain;N/A;N/A;N/A;N/A;
8161;11;37.85;1.06;1.013;6.16;28.55;28.1;49.21;60;1.046;83;1.7;All Grain;1.25;20;Kegged;N/A;7527
8162;145;18.93;1.065;1.017;6.3;16.16;9.68;28.39;60;1.043;70;1.25;All Grain;N/A;N/A;N/A;N/A;
8163;26;3.79;1.077;1.018;7.68;37.74;10.08;7.5;60;1.039;70;1.33;All Grain;0.5;21.11;N/A;N/A;
8164;7;16;1.049;1.014;4.6;47.14;4.29;18;60;1.043;82;3;All Grain;N/A;N/A;N/A;N/A;40919
8165;13;64.35;1.07;1.013;7.53;68.03;14.22;75.71;90;1.06;65;N/A;All Grain;N/A;N/A;N/A;N/A;47960
8166;5;11.36;1.095;1.017;10.26;76.97;8.44;24.61;210;1.044;75;N/A;All Grain;N/A;N/A;N/A;N/A;
8167;7;20.82;1.075;1.011;8.37;59.55;5.85;28.39;60;1.055;70;1.33;All Grain;N/A;22.22;N/A;N/A;
8168;10;79.49;1.053;1.012;5.35;22.79;7.84;90.85;90;N/A;80;N/A;All Grain;N/A;N/A;N/A;N/A;1345
8169;4;20.82;1.06;1.014;6.08;39.26;16.07;28.39;60;1.044;63;N/A;BIAB;0.5;21.11;Keg;N/A;
8170;4;18.93;1.053;1.013;5.17;0;9.4;18.93;60;N/A;75;N/A;Partial Mash;N/A;N/A;N/A;N/A;
8171;92;19.87;1.058;1.014;5.78;25.46;13.35;28.39;60;1.04;70;N/A;BIAB;0.35;20;N/A;N/A;20675
8172;32;586.74;1.085;1.021;8.4;23.08;8.08;594.31;60;1.044;80;0.9816;All Grain;1;17.78;Maple Syrup;5oz;
8173;10;19;1.053;1.012;5.4;36.83;6.71;24;60;1.042;74;N/A;All Grain;0.75;22;N/A;N/A;55441
8174;132;20;1.076;1.019;7.46;63.14;50;8;60;1.058;35;N/A;extract;N/A;N/A;N/A;N/A;
8175;144;20.82;1.042;1.01;4.29;48.05;7.88;11.36;60;1.078;35;N/A;extract;N/A;23.33;N/A;N/A;23777
8176;129;20.82;1.057;1.013;5.81;32.48;31.76;22.71;60;1.053;70;N/A;Partial Mash;0.5;20;Keg - set and forget;9-10 psig;3951
8177;170;40;1.063;1.008;7.13;11.3;6.59;40;60;1.063;75;3;All Grain;N/A;22;N/A;N/A;45658
8178;7;20.82;1.057;1.016;5.41;75.38;5.41;11.36;60;1.105;35;N/A;extract;0.35;N/A;N/A;N/A;3464
8179;7;19.87;1.072;1.02;6.85;105.16;6.25;29.34;90;1.049;68;1.5;All Grain;1.25;20;N/A;N/A;
8180;134;21;1.052;1.012;5.36;26.66;6.05;27;60;1.041;65;N/A;BIAB;0.75;26;N/A;N/A;18953
8181;81;25;1.05;1.01;5.2;44.9;3.6;32;90;1.039;75;N/A;BIAB;0.35;20;N/A;N/A;29178
8182;113;32;1.05;1.014;4.77;24.71;18.19;37;60;1.043;75;3.5;All Grain;N/A;18;N/A;N/A;23103
8183;39;56.78;1.101;1.025;9.92;117.69;14.33;66.24;60;1.086;35;N/A;extract;N/A;N/A;N/A;N/A;16727
8184;19;20.82;1.091;1.028;8.26;32.26;33.55;28.39;90;1.067;70;1.5;All Grain;N/A;N/A;N/A;N/A;
8185;155;21.77;1.06;1.016;5.75;32.63;18.93;32.18;90;1.041;65;1.5;All Grain;1;21.11;N/A;N/A;28407
8186;111;18.93;1;1;0;0;0;18.93;60;N/A;75;N/A;All Grain;N/A;N/A;N/A;N/A;
8187;111;20;1.066;1.018;6.21;13.34;5.13;10;60;1.131;92;N/A;BIAB;0.35;25;N/A;N/A;
8188;93;20.82;1.056;1.018;4.91;38.17;40.79;24.61;60;1.047;75;N/A;BIAB;N/A;21.11;N/A;N/A;
8189;7;19.87;1.067;1.016;6.74;85.01;10.01;17.03;60;1.078;60;N/A;Partial Mash;N/A;21.11;N/A;N/A;20341
8190;132;5;1.116;1.037;10.33;67.56;40;8;90;1.073;71.5;2;All Grain;N/A;21;N/A;N/A;
8191;10;19.31;1.053;1.015;5.15;31.68;7.18;11.36;60;1.09;35;N/A;Partial Mash;1.5;5.56;N/A;N/A;
8192;129;23;1.058;1.015;5.74;33.26;40;30;60;1.045;73;N/A;BIAB;0.35;23;N/A;N/A;13560
8193;31;25.55;1.056;1.016;5.25;32.22;3.51;33.12;90;1.043;70;1.3;All Grain;1.75;10;N/A;N/A;14815
8194;30;60.57;1.052;1.014;4.91;30.43;5.63;77.6;70;1.04;65;1.4;All Grain;0.75;20;Dextrose;Based on Final Vol.;22093
8195;7;19.87;1.07;1.015;7.23;103.52;34.35;27.44;60;N/A;77.5;N/A;All Grain;N/A;N/A;N/A;N/A;
8196;68;22.71;12.719;3.38886;5;53.85;5.33;26.5;60;11;65;1.5;All Grain;1;20;N/A;N/A;
8197;7;18.93;1.067;1.017;6.58;194.3;8.2;24.61;60;1.051;68;1.5;All Grain;0.75;20;N/A;N/A;
8198;30;19.87;1.048;1.009;5.09;17.15;3.54;24.61;60;1.039;35;N/A;extract;0.35;20;N/A;N/A;
8199;58;41.64;1.054;1.016;5.07;41.97;39.18;47.32;60;1.048;70;1.3;All Grain;N/A;20.56;N/A;N/A;28933
8200;86;21;1.091;1.021;9.12;78.68;6.14;25;90;1.076;75;2.5;All Grain;N/A;18;sugar;N/A;1046
8201;162;20.82;1.053;1.015;5;33.58;33.71;26.5;60;N/A;70;N/A;All Grain;N/A;N/A;N/A;N/A;1279
8202;10;5;1.049;1.01;5.02;43.95;8.3;7;60;1.035;75;N/A;BIAB;N/A;18;N/A;N/A;
8203;7;41.64;1.065;1.013;6.83;54.43;7.83;49.21;90;1.055;75;1.25;All Grain;0.75;20;N/A;N/A;40395
8204;68;24;1.057;1.011;6.01;45.47;17.87;14;60;1.098;70;N/A;Partial Mash;N/A;19;N/A;N/A;46204
8205;7;80;1.066;1.011;7.2;49.56;7.7;90;60;1.058;75;N/A;All Grain;N/A;N/A;N/A;N/A;
8206;4;19.87;1.053;1.013;5.17;26.45;13.7;11.36;60;1.064;35;N/A;extract;N/A;N/A;N/A;N/A;18665
8207;10;20.82;1.046;1.009;4.89;34.07;3.92;28.39;60;1.034;45;N/A;Partial Mash;N/A;20;N/A;N/A;49533
8208;10;20.82;1.056;1.009;6.14;37.95;6.14;24.61;60;1.048;68;N/A;BIAB;0.35;20;N/A;N/A;
8209;30;43.53;1.043;1.012;4.05;16.05;4.08;49.21;60;1.038;75;1.25;All Grain;1.25;17.78;N/A;N/A;15198
8210;86;3.79;1.088;1.022;8.61;119.11;11.08;5.68;60;1.047;70;1.5;All Grain;N/A;N/A;N/A;N/A;23029
8211;7;20;1.066;1.011;7.16;55.06;10.71;24;60;1.055;75;3.6;All Grain;0.75;20;N/A;N/A;50682
8212;20;18.93;1.064;1.017;6.23;21.16;4.48;17.03;60;1.057;35;N/A;extract;0.5;16.11;N/A;N/A;23732
8213;15;450;12.4;3.6;4.72;20.07;3.94;500;60;11.2;70;3;All Grain;N/A;N/A;N/A;N/A;47512
8214;30;20.82;1.052;1.014;5.07;32.44;4.76;28.39;60;1.038;65;N/A;BIAB;N/A;20;N/A;N/A;
8215;114;18.93;1.076;1.022;7.1;47.78;40;11.36;60;N/A;75;N/A;Partial Mash;N/A;N/A;Corn Sugar;5 oz;
8216;10;22.71;1.048;1.009;5.18;32.48;8.63;28.39;45;1.038;80;N/A;BIAB;0.5;19.44;N/A;N/A;56565
8217;29;18.93;1.064;1.012;6.76;43.81;18.09;15.14;60;1.079;35;N/A;Partial Mash;N/A;18.33;N/A;N/A;45969
8218;7;20.82;1.066;1.015;6.68;73.06;13.85;28.39;60;1.048;70;1.33;All Grain;0.75;18.33;N/A;N/A;39936
8219;58;9.46;1.041;1.01;4;44.95;33.57;13.25;90;1.029;68;N/A;BIAB;0.75;20;N/A;N/A;4857
8220;140;20.82;1.034;1.011;3.07;14.06;17.26;28.39;60;1.025;80;N/A;BIAB;0.75;19.44;N/A;N/A;10483
8221;65;20;1.048;1.01;4.88;69.55;5.74;15;60;1.064;35;N/A;extract;N/A;N/A;N/A;N/A;
8222;162;18.93;1.058;1.017;5.35;24.81;40.22;28.39;60;1.037;65;1.5;All Grain;1;20;N/A;N/A;21390
8223;6;24;1.061;1.017;5.73;35.57;24.16;12;60;1.121;15;N/A;extract;0.35;16;N/A;N/A;
8224;155;20.82;1.07;1.018;6.9;47.26;17.98;11.73;60;1.124;0;N/A;extract;1.25;22.22;Corn sugar;.75 cup;
8225;7;20;15.4791;3.20411;6.65;124.45;4.64;27;60;11.6;75;3.5;All Grain;1;19;N/A;N/A;35279
8226;28;22.71;1.047;1.013;4.45;25.95;15.98;28.39;60;1.038;75;1.5;All Grain;0.35;21.11;N/A;N/A;31828
8227;4;25;1.058;1.013;5.97;45.07;9.46;30;90;1.048;70;3.2;All Grain;0.75;20;N/A;N/A;51094
8228;129;20.82;1.072;1.022;6.5;39.96;22.22;28.39;60;1.053;61;1.3;All Grain;1;18.33;N/A;N/A;
8229;82;230;1.052;1.009;5.55;11.28;3.36;250;60;1.048;76;4;All Grain;N/A;19;N/A;N/A;
8230;10;23;1.047;1.012;4.63;0.4;6.59;7;30;1.155;70;N/A;Partial Mash;N/A;N/A;N/A;N/A;
8231;4;18.93;1.068;1.017;6.64;0;14.81;13.25;60;N/A;75;N/A;extract;N/A;N/A;N/A;N/A;
8232;120;25;1.059;1.018;5.36;13.62;18.79;7;60;1.209;35;N/A;extract;N/A;14;N/A;N/A;
8233;134;25;1.061;1.014;6.14;14.91;3.56;28;60;1.054;65;N/A;BIAB;N/A;N/A;N/A;N/A;
8234;37;18.93;1.064;1.015;6.48;33.4;29.21;11.36;60;1.079;35;N/A;extract;N/A;18.33;N/A;N/A;582
8235;22;7.57;1.074;1.021;6.96;25.98;12.06;11.36;60;1.047;35;N/A;extract;0.5;19.44;Corn Sugar;.75 cups;
8236;132;20.82;1.091;1.023;8.95;0;54.71;25.24;60;N/A;67;N/A;All Grain;N/A;N/A;N/A;N/A;
8237;4;475;14.7309;3.82342;5.9;23.94;9.91;550;60;12.8;75;N/A;All Grain;N/A;20;honey;30;47512
8238;39;28;1.059;1.011;6.27;17.64;14.85;40;60;1.041;70;3;All Grain;N/A;18;N/A;N/A;
8239;7;18.93;1.068;1.017;6.63;0;7.72;18.93;60;N/A;75;N/A;extract;N/A;N/A;N/A;N/A;
8240;7;20.82;1.07;1.014;7.39;72.64;5.38;30.28;90;1.048;70;1.44;All Grain;1.25;18.89;Dextrose;N/A;17196
8241;81;24.5;1.051;1.012;5.11;33.28;3.01;30;90;1.042;77.5;3;All Grain;1.75;9;N/A;N/A;42219
8242;152;18.93;1.079;1.022;7.5;121.13;5.19;24.61;60;1.061;75;1.25;All Grain;0.35;20;N/A;N/A;46068
8243;132;20.82;1.123;1.036;11.33;79.35;40;28.39;90;1.09;70;1.765;All Grain;1.25;20;N/A;N/A;20317
8244;16;3.79;1.084;1.021;8.27;45.3;3.86;3.79;15;1.084;35;N/A;extract;N/A;N/A;N/A;N/A;
8245;7;18.93;1.063;1.018;5.99;56.4;7.03;26.4;60;1.045;69;2.6;All Grain;0.5;20;N/A;N/A;8627
8246;7;5.68;1.05;1.012;5.05;119.39;15.05;7.57;60;1.038;70;N/A;BIAB;N/A;18.33;N/A;N/A;
8247;84;18.93;1.065;1.011;7.13;36.03;8.69;24.61;60;1.05;70;1.2;All Grain;N/A;N/A;N/A;N/A;47553
8248;7;41.64;1.065;1.018;6.13;169.97;7.34;43.53;60;1.062;70;1.3;All Grain;N/A;N/A;N/A;N/A;348
8249;4;5.68;1.064;1.019;5.88;33.68;14.31;7.57;60;1.037;55;1.5;All Grain;0.35;15.56;N/A;N/A;
8250;86;3520.43;14.7613;2.30963;6.7;58.01;4.15;4107.17;90;12.7;78;1.5;All Grain;N/A;N/A;N/A;N/A;
8251;126;20.82;1.058;1.008;6.52;31.76;26.78;28.39;60;1.042;70;N/A;BIAB;0.35;10;N/A;N/A;5100
8252;129;20.82;1.061;1.017;5.73;35.26;36.93;26.5;75;1.048;75;N/A;BIAB;1.25;19.44;Table Sugar;N/A;19131
8253;144;19.31;1.05;1.014;4.77;0;13.06;26.12;60;N/A;59;N/A;All Grain;N/A;N/A;N/A;N/A;
8254;7;20.82;1.066;1.016;6.45;74.92;9.09;26.5;60;N/A;70;N/A;All Grain;N/A;N/A;N/A;N/A;136
8255;114;19.87;1.072;1.024;6.28;47.82;35.8;25.55;60;1.056;80;N/A;BIAB;0.75;18.89;N/A;N/A;
8256;155;20.82;1.056;1.013;5.68;20.99;12.48;28.39;60;1.041;73;N/A;BIAB;0.75;20;N/A;N/A;
8257;87;24;1.091;1.021;9.13;69.72;7.66;27.7;90;1.078;80;4.2;All Grain;1;19;N/A;N/A;
8258;85;18.93;1.082;1.02;8.04;0;21.93;18.93;60;N/A;75;N/A;Partial Mash;N/A;N/A;N/A;N/A;35054
8259;36;41.64;1.061;1.016;5.91;46.89;18.77;53;60;1.048;70;N/A;Partial Mash;0.75;20;N/A;N/A;
8260;92;20.82;1.071;1.019;6.76;22.4;22.06;28.13;60;1.052;80;N/A;BIAB;2;18.89;N/A;N/A;34701
8261;7;9.46;1.047;1.011;4.71;51.8;5.72;7.57;60;1.059;35;N/A;extract;N/A;20;N/A;N/A;46668
8262;10;27.5;1.056;1.011;5.96;47.64;6.79;30;90;1.051;82;N/A;All Grain;0.75;18;N/A;N/A;18325
8263;30;20.82;1.047;1.013;4.41;18.89;3.8;22.71;60;N/A;70;N/A;Partial Mash;N/A;N/A;corn sugar;4 oz;
8264;136;647.31;1.053;1.015;5.03;33.41;15.99;715.44;60;1.048;87;1.25;All Grain;0.5;20;N/A;N/A;52796
8265;10;21;1.05;1.018;4.3;44.84;7.15;25;65;1.042;75;1.5;All Grain;0.35;67;N/A;N/A;42744
8266;65;6.61;15.897;3.974;6.6;57.1;10.3;7.86;90;N/A;75;N/A;All Grain;N/A;N/A;N/A;N/A;
8267;115;20.82;1.056;1.016;5.27;25.22;13.14;28.39;60;1.041;60;1.25;All Grain;0.35;16.67;N/A;N/A;14784
8268;23;15;1.068;1.009;7.74;21.31;3.92;18;90;1.057;77;N/A;BIAB;N/A;20;force carb;19 psi @  50f;
8269;7;18.93;1.074;1.018;7.24;0;7.68;22.71;60;N/A;75;N/A;All Grain;N/A;N/A;N/A;N/A;35054
8270;5;23.66;24.0542;5.36794;10.52;133.48;18.65;28.39;60;20.3;61;1.3;All Grain;1;20;N/A;N/A;
8271;10;10;1.048;1.011;4.88;31.58;7.39;13;60;1.037;60;3;All Grain;N/A;26;N/A;N/A;51831
8272;7;22.71;1.062;1.014;6.38;90.17;5.8;28.39;60;1.05;74;1.5;All Grain;0.35;20;N/A;N/A;
8273;4;28;1.059;1.016;5.56;34.17;10.84;33;90;1.05;67;N/A;BIAB;0.75;19;Bulk - Corn Sugar;177;81147
8274;25;22;1.072;1.012;7.82;21.4;25.07;26;90;1.053;75;N/A;All Grain;N/A;18;N/A;N/A;18325
8275;156;470;12.0842;2.12368;5.31;17.2;3.25;560;60;10.2;70;3;All Grain;N/A;13;N/A;N/A;47512
8276;7;18.93;1.077;1.018;7.76;67.56;14.27;24.61;75;1.059;72;1.5;All Grain;0.35;21.11;N/A;N/A;
8277;155;22.71;16.4677;5.05491;6.24;50.57;14.89;28.39;90;13.3;61;1.5;All Grain;N/A;20.56;N/A;N/A;1050
8278;92;23;1.069;1.019;6.51;57.27;12.39;29.8;60;1.053;68;N/A;BIAB;N/A;21;Priming Sugar;1 teaspoon per botle;
8279;142;11.36;1.133;1.033;13.07;0;18.01;11.36;0;1.133;35;N/A;extract;N/A;N/A;N/A;N/A;22389
8280;7;20.82;1.062;1.01;6.78;72.37;7.06;26.5;60;1.049;65;1.25;All Grain;0.35;18.33;N/A;N/A;
8281;132;18.93;1.089;1.026;8.21;42;46.46;28.39;60;1.059;70;1.25;All Grain;N/A;20;N/A;N/A;34210
8282;114;20.82;1.048;1.012;4.63;23.08;35.3;30.28;60;1.033;80;1.5;All Grain;0.5;21.11;N/A;N/A;
8283;7;41.64;1.063;1.018;5.95;133.98;5.01;43.53;60;1.06;70;1;All Grain;N/A;N/A;N/A;N/A;348
8284;150;50;1.061;1.013;6.28;40.31;17.28;56;80;1.055;80;4;All Grain;N/A;22;N/A;N/A;55410
8285;7;10.4;1.053;1.015;5;73.66;9.56;8;60;1.069;35;N/A;Partial Mash;N/A;18;N/A;N/A;17997
8286;132;21.2;1.095;1.02;10.89;59.53;40;18.93;60;1.006;60;N/A;Partial Mash;1.25;18.33;N/A;N/A;
8287;41;45.42;1.061;1.016;5.94;31.74;12.63;64.73;90;1.043;80;1.5;All Grain;0.5;11.11;N/A;N/A;
8288;10;26;1.063;1.011;6.88;38.61;5.12;33;60;1.05;57;3;All Grain;N/A;20;N/A;N/A;
8289;108;21;1.048;1.012;4.75;23.67;22.57;25;60;1.041;75;N/A;BIAB;1.5;10;N/A;N/A;54364
8290;7;2100;13.402;2.64079;5.77;42.44;3.16;2100;60;13.4;76;3.1;All Grain;N/A;23;N/A;N/A;
8291;7;18.93;1.088;1.02;8.86;171.17;12.14;11.36;60;1.146;35;N/A;extract;1;17.78;Corn Sugar;1 cup;
8292;170;18.93;1.06;1.015;5.95;11.66;4.62;28.39;60;1.04;70;1.2;All Grain;0.35;20;N/A;N/A;
8293;29;28;1.056;1.011;6;27.01;12.91;36;60;1.044;85;3;All Grain;0.5;N/A;N/A;N/A;57464
8294;7;25;1.084;1.023;8.04;95.99;12.19;34;90;1.062;79;N/A;BIAB;0.75;19;N/A;N/A;
8295;45;18.93;1.05;1.015;4.52;0;3.8;22.14;60;N/A;73;N/A;All Grain;N/A;N/A;N/A;N/A;
8296;7;39.75;1.062;1.017;5.89;132.7;10.05;43.53;60;N/A;70;N/A;All Grain;N/A;N/A;Corn Sugar;4oz per 5 Gallons;348
8297;7;20;1.071;1.022;6.47;30.45;5.72;28.5;60;1.05;75;3.1;All Grain;N/A;20;N/A;N/A;
8298;145;21;1.14;1.033;13.92;74.25;30.68;27;60;1.103;75;N/A;All Grain;N/A;17;N/A;N/A;
8299;11;20.82;1.063;1.013;6.53;29.26;27.53;29.15;60;1.045;75;N/A;BIAB;N/A;19.44;N/A;N/A;56565
8300;134;22.71;1.062;1.011;6.75;15.9;9.55;28.39;80;1.044;70;1.5;All Grain;1;23.33;table sugar;N/A;28194
8301;22;19;1.064;1.012;6.8;10.35;12.31;7.5;60;1.161;35;N/A;extract;N/A;21;N/A;N/A;45885
8302;45;18.93;1.08;1.018;8.12;0;6.36;28.39;60;N/A;80;N/A;All Grain;N/A;N/A;N/A;N/A;
8303;80;43.53;1.049;1.007;5.53;36.35;3.06;51.1;100;1.042;88;1.25;All Grain;1.5;10;N/A;N/A;
8304;114;20.82;1.066;1.019;6.18;39.61;29.63;28.39;60;1.048;70;1.5;All Grain;1;20;N/A;N/A;26150
8305;7;24.61;1.062;1.009;6.97;85.56;40;30.28;90;1.051;75;N/A;All Grain;1;21.11;Corn sugar;N/A;5385
8306;145;3.79;1.137;1.031;13.8;18.67;35.13;1.89;60;1.273;35;N/A;extract;1;18.33;N/A;N/A;
8307;15;18.93;1.034;1.009;5.4;0;5.1;18.93;60;N/A;75;N/A;All Grain;N/A;N/A;N/A;N/A;
8308;111;18.93;1;1;0;0;0;18.93;60;N/A;75;N/A;All Grain;N/A;N/A;N/A;N/A;
8309;81;22.71;1.05;1.012;4.9;23.89;3.95;28.39;75;1.04;79;N/A;BIAB;N/A;18.33;N/A;N/A;
8310;10;19.87;1.051;1.013;5.01;38.05;4.45;26.5;60;1.038;72;1.25;All Grain;0.5;18.89;N/A;N/A;
8311;172;37.9;1.098;1.015;10.9;68.71;4.89;41.6;90;1.089;75;4.2;All Grain;1.25;28;N/A;N/A;
8312;134;37.85;1.062;1.012;6.48;28.47;4.68;47.32;90;1.048;60;1.5;All Grain;0.75;26.67;Cane Sugar;5.2z per 4.5g batch;2005
8313;158;38.8;1.054;1.006;6.21;20.27;4.31;53;90;1.039;78;1.5;All Grain;N/A;21.11;N/A;N/A;
8314;134;39.75;1.054;1.012;5.54;32.54;3.39;51.1;70;1.042;70;1.25;All Grain;1;22.22;N/A;4oz;22093
8315;20;37.85;1.063;1.016;6.21;24.61;5.42;28.39;60;1.084;70;N/A;All Grain;N/A;N/A;N/A;N/A;
8316;7;20;1.079;1.018;8.04;521.75;23.92;30;60;1.053;60;2.1;All Grain;N/A;N/A;N/A;N/A;
8317;7;24;1.058;1.01;6.3;63.88;7.55;31.9;90;1.044;75;N/A;BIAB;1;18;N/A;N/A;
8318;81;11.36;1.052;1.015;4.96;47.93;3.26;18.93;60;1.031;70;N/A;BIAB;N/A;13.89;N/A;N/A;
8319;149;21;1.056;1.01;6.03;85.99;25.74;26;60;1.045;70;N/A;All Grain;N/A;21;N/A;N/A;
8320;22;20.82;1.07;1.016;7.08;19.25;9.71;28.39;90;1.051;75;1.5;All Grain;1;21.11;N/A;N/A;
8321;94;22.71;1.047;1.012;4.69;18.56;3.64;28.39;90;1.038;70;1.5;All Grain;N/A;N/A;Corn Sugar;5 Oz in 2 C Water;482
8322;163;17;1.065;1.02;6.01;25.49;21.45;22.5;60;1.049;68;N/A;BIAB;1.5;19;N/A;N/A;25019
8323;5;10;1.1;1.025;11;90;18.84;12;90;1.084;60;3;All Grain;1.25;20;N/A;N/A;10160
8324;68;21.5;1.051;1.012;5.16;69.1;22.55;28.4;60;1.038;65;N/A;BIAB;N/A;16;N/A;N/A;49121
8325;114;22.71;1.072;1.017;7.3;54.64;40;30.28;60;1.054;70;N/A;BIAB;1;15.56;N/A;N/A;19359
8326;162;18.93;16.5;6.4;5.91;51.48;40;11.36;70;23.4;35;N/A;extract;0.35;19.44;priming sugar;3/4 cup;26830
8327;68;54;1.052;1.012;5.29;44.61;17.5;60;60;1.047;75;3.46;All Grain;0.35;15;Table Sugar;5 g/l;53789
8328;39;22;1.051;1.008;5.69;0;7.16;10;60;1.113;60;N/A;Partial Mash;N/A;N/A;N/A;N/A;
8329;50;22;1.061;1.01;6.69;35.49;3.62;27;90;1.049;70;6;All Grain;N/A;N/A;N/A;N/A;
8330;176;20.82;1.124;1.032;12.17;79.3;50;41.64;180;1.062;65;1.25;All Grain;1;21.11;N/A;N/A;
8331;10;22;1.045;1.013;4.24;34.38;5.09;11;60;1.09;35;N/A;extract;0.35;21;dextrose;.5 cup;19200
8332;143;20.82;1.071;1.016;7.14;61.28;29.83;26.5;60;N/A;73;N/A;All Grain;N/A;N/A;N/A;N/A;2568
8333;4;18.93;1.063;1.016;6.15;0;10.83;11.36;60;N/A;75;N/A;Partial Mash;N/A;N/A;N/A;N/A;35054
8334;98;41.64;1.068;1.014;7.09;28.68;19.04;47.32;75;1.06;76;1.38;All Grain;N/A;20.56;N/A;N/A;
8335;7;21.77;1.069;1.017;6.94;77.37;7.13;30.28;90;1.05;70;N/A;BIAB;0.35;20;N/A;N/A;34913
8336;144;17.41;1.042;1.01;4.27;29.57;12.5;21.77;90;N/A;75;N/A;All Grain;N/A;N/A;DME;4 oz;4828
8337;21;20.82;1.097;1.023;9.72;24.38;18.57;24.61;60;1.082;80;1.5;All Grain;2;21.11;N/A;N/A;
8338;170;18.93;1.054;1.013;5.27;0;3.43;18.93;60;N/A;75;N/A;All Grain;N/A;N/A;N/A;N/A;
8339;84;45;1.065;1.014;6.75;24.09;10.65;59;60;1.05;70;3;All Grain;N/A;12;N/A;N/A;53045
8340;4;46;1.047;1.009;5.04;70.09;4.11;54;70;1.04;70;3;All Grain;N/A;18;N/A;N/A;62538
8341;77;6.06;1.055;1.011;5.74;17.38;3.56;15.52;60;1.021;75;1.5;All Grain;N/A;21.11;N/A;N/A;
8342;144;20.82;1.045;1.012;4.37;0;9.1;26.5;60;N/A;72;N/A;All Grain;N/A;N/A;N/A;N/A;
8343;30;20.82;1.047;1.011;4.76;33.69;4.21;11.36;60;N/A;35;N/A;extract;N/A;N/A;N/A;N/A;
