BeerID;StyleID;Size(L);OG;FG;ABV;IBU;Color;BoilSize;BoilTime;BoilGravity;Efficiency;MashThickness;BrewMethod;PitchRate;PrimaryTemp;PrimingMethod;PrimingAmount;UserId
4722;7;18.93;1.066;1.017;6.54;78.08;9.7;9.46;60;1.133;35;N/A;extract;N/A;N/A;N/A;N/A;20714
4723;92;20.82;1.058;1.017;5.4;27.48;15.48;31.53;60;1.039;60;2;All Grain;0.75;20;Forced;10 psi;15289
4724;175;19.87;1.055;1.005;6.45;7.99;5.3;28.39;90;N/A;75;N/A;All Grain;N/A;N/A;N/A;N/A;
4725;129;20.82;1.075;1.018;7.48;49.05;40;28.39;75;N/A;70;N/A;All Grain;N/A;N/A;N/A;N/A;
4726;157;25;1.038;1.009;3.81;28.36;9.45;32;90;1.029;75;N/A;BIAB;0.35;17;N/A;N/A;29178
4727;7;24.61;1.063;1.014;6.44;92.95;5.43;30.28;90;1.051;75;N/A;All Grain;1;18.89;Corn Sugar;3oz for 21 days;5385
4728;132;18.93;1.106;1.016;11.84;120.2;37.76;11.36;60;N/A;70;N/A;extract;N/A;N/A;corn cugar;3.1oz;
4729;113;18.93;1.062;1.016;6.04;14.38;16.44;28.39;60;1.042;75;1.5;All Grain;0.75;N/A;N/A;N/A;
4730;24;18.93;1.066;1.016;6.46;0;7.63;18.93;60;N/A;75;N/A;Partial Mash;N/A;N/A;N/A;N/A;
4731;10;39.75;1.052;1.005;6.18;52.76;10.33;51.1;70;1.04;70;1.33;All Grain;1;20;N/A;N/A;22093
4732;147;9;1.062;1.012;6.57;60.47;4.5;11;60;1.051;60;2;All Grain;0.35;20;N/A;N/A;53699
4733;145;15;1.054;1.014;5.14;30.43;4.69;18;60;1.045;75;2.6;All Grain;N/A;N/A;N/A;N/A;
4734;7;21;1.063;1.011;6.77;54.17;8.46;26;60;1.051;65;N/A;BIAB;0.5;20;N/A;N/A;
4735;4;18.93;1.052;1.014;5.07;39.31;12.36;28.39;60;1.035;70;1.25;All Grain;N/A;N/A;N/A;N/A;34210
4736;19;22;1.112;1.031;10.6;21.32;41.39;28.5;90;1.087;70;3;All Grain;N/A;N/A;N/A;N/A;
4737;155;20.02;1.066;1.013;6.96;35.2;13.49;13.25;60;1.088;68;N/A;Partial Mash;1.25;22.22;Corn sugar;4 oz;
4738;5;20.82;1.098;1.02;10.22;85.94;10.68;28.39;90;1.072;68;1.4;All Grain;1.5;19.44;N/A;N/A;15542
4739;7;41.64;1.07;1.02;6.6;58.43;12.5;51.1;75;1.057;70;1.5;All Grain;N/A;N/A;N/A;N/A;
4740;65;20.82;1.062;1.015;6.21;50.21;9.04;28.39;60;1.045;70;1.5;All Grain;N/A;17.78;N/A;N/A;
4741;45;20.82;1.069;1.026;5.64;12.56;5.07;28.39;60;1.05;70;1.4;All Grain;N/A;21.11;N/A;N/A;
4742;42;80;1.056;1.013;5.73;29.49;19.78;94;150;1.048;95;4;All Grain;0.75;20;Speise (12%);5L;
4743;71;20.82;1.07;1.017;7.07;22.03;13.6;30.28;90;1.048;70;1.6;All Grain;N/A;N/A;N/A;N/A;
4744;114;20.82;1.057;1.016;5.5;20.97;40;28.39;60;1.042;65;1.5;All Grain;0.35;20;N/A;N/A;
4745;75;20.82;1.125;1.027;12.82;33.39;6.93;28.39;60;1.092;70;N/A;All Grain;N/A;21.11;corn sugar;4.5 oz;18747
4746;170;40;1.056;1.014;5.49;18.56;5.04;40;60;1.056;75;N/A;All Grain;0.75;19;N/A;N/A;
4747;22;50;1.073;1.024;6.5;15.76;12.66;55;60;1.067;80;3;All Grain;N/A;20;N/A;N/A;25141
4748;43;20.82;1.079;1.015;8.36;220.47;41.74;28.39;60;1.058;70;N/A;BIAB;0.35;N/A;N/A;N/A;
4749;113;24;1.051;1.015;4.67;26.25;15.11;35;60;1.035;70;2.5;All Grain;0.5;19;N/A;N/A;4040
4750;37;38;1.076;1.021;7.2;46.91;35.93;50;60;1.058;68;2;All Grain;N/A;20;N/A;N/A;
4751;7;41.64;1.063;1.013;6.52;53.67;7.28;49.21;90;1.053;75;2;All Grain;1;16.67;N/A;N/A;5889
4752;7;22.71;1.065;1.018;6.19;53.55;9.12;30.28;60;1.049;75;N/A;All Grain;N/A;N/A;N/A;N/A;14852
4753;10;20.82;1.062;1.016;6.02;79.8;7.35;17.03;60;1.076;60;1.5;All Grain;N/A;N/A;N/A;N/A;
4754;86;37.85;17.0281;1.97165;8.16;65.42;8.86;45.42;75;14.3;79.5;1.5;All Grain;N/A;21.11;N/A;N/A;26249
4755;21;22;1.07;1.02;6.66;35.3;30.93;27;60;N/A;65;N/A;All Grain;N/A;N/A;Sugar;150 g;
4756;6;20;1.056;1.014;5.48;21.46;26.36;18;60;N/A;63;N/A;All Grain;N/A;N/A;N/A;N/A;
4757;150;23;1.062;1.015;6.19;52.8;18.05;28;60;1.051;70;N/A;All Grain;0.75;18;N/A;N/A;96119
4758;6;18.93;1.054;1.013;5.28;0;13.27;26.5;60;N/A;75;N/A;All Grain;N/A;N/A;N/A;N/A;
4759;59;18.93;1.056;1.016;5.31;44.06;40;26.5;60;N/A;47;N/A;All Grain;N/A;22.22;priming sugar;.5 oz;
4760;20;10.22;1.058;1.009;6.45;26.51;4.05;13.63;65;1.044;75;1.5;All Grain;N/A;20;N/A;N/A;
4761;156;18.93;1.047;1.012;4.65;0;4.5;18.93;60;N/A;75;N/A;All Grain;N/A;N/A;N/A;N/A;
4762;134;19.31;1.055;1.005;6.6;0;8.2;23.81;60;N/A;62;N/A;All Grain;N/A;N/A;N/A;N/A;
4763;12;20.82;1.131;1.039;12.05;110.22;50;28.39;90;1.096;75;1.5;All Grain;1.25;20;N/A;N/A;
4764;134;37.85;1.054;1.011;5.62;23.66;5.59;43.53;60;1.047;72;1.5;All Grain;0.75;20;N/A;N/A;40246
4765;86;21;1.072;1.014;7.57;93.38;12.83;30;120;1.05;65;N/A;All Grain;1;19;N/A;N/A;
4766;41;20.82;1.052;1.013;5.11;28.33;13.94;24.61;60;1.044;75;1.5;All Grain;0.35;16.67;N/A;N/A;
4767;129;9.46;1.042;1.018;4.6;0;33;5.68;20;N/A;75;N/A;extract;N/A;N/A;N/A;N/A;
4768;165;18.93;1.058;1.013;5.84;26.28;6.55;20.82;90;1.053;48;N/A;Partial Mash;1;20;N/A;N/A;
4769;65;21;1.086;1.023;8.3;85.74;15.98;28;90;1.065;75;3;All Grain;N/A;N/A;sugar;5g/l;29907
4770;114;20.82;1.05;1.014;4.68;34.63;35.43;28.39;60;1.036;75;N/A;All Grain;0.35;22.22;Priming Sugar;5 oz;
4771;160;22.71;1.061;1.014;6.15;27.47;19.97;26.5;60;1.053;60;1.5;All Grain;0.5;20;N/A;N/A;
4772;10;20.82;1.06;1.016;5.74;35.22;17.18;26.5;60;1.047;70;1.5;All Grain;0.75;22.22;N/A;N/A;
4773;63;20.82;1.2;1.042;20.74;138.15;22.05;33.05;120;1.126;52;1;All Grain;1.25;18.33;Dextrose;3.5;
4774;116;18.93;1.088;1.027;7.99;80.18;36.55;24.61;60;N/A;70;N/A;All Grain;N/A;N/A;N/A;N/A;1809
4775;7;39.75;1.059;1.017;5.58;282.15;11.9;41.64;60;N/A;70;N/A;All Grain;N/A;N/A;N/A;N/A;348
4776;87;21;1.087;1.014;9.5;78.69;39.91;25;90;1.073;65;N/A;BIAB;1;19;N/A;N/A;54364
4777;59;18.93;1.07;1.018;6.91;0;16.81;22.71;60;N/A;75;N/A;All Grain;N/A;N/A;N/A;N/A;35054
4778;30;37.85;1.054;1.016;4.98;10.88;4.68;47.32;60;1.043;75;N/A;All Grain;0.75;20;N/A;N/A;8348
4779;109;25;1.047;1.007;5.19;12.26;3.95;30;90;1.039;75;3;All Grain;N/A;12;N/A;N/A;88958
4780;4;18.93;1.054;1.016;5.06;29.99;5.42;11.36;90;1.09;65;1.5;All Grain;0.75;21.11;N/A;N/A;
4781;86;20.82;1.1;1.024;10.07;212.7;11.11;15.14;60;N/A;35;N/A;extract;0.5;21.11;Sugar tabs;5 per 12 oz;10578
4782;114;9;1.065;1.016;6.43;33.01;32.41;12;60;1.049;75;3;All Grain;N/A;N/A;N/A;N/A;
4783;86;24.61;1.092;1.029;8.35;57.81;10.38;30.28;90;1.07;75;N/A;All Grain;1;21.11;Corn sugar;3.0oz  21 days;5385
4784;134;20.82;1.063;1.019;5.83;35.03;4.82;11.36;60;1.116;35;N/A;extract;0.35;22.22;N/A;N/A;
4785;135;22;1.054;1.015;5.06;25.47;17.98;28.5;60;1.041;62;N/A;BIAB;N/A;12;N/A;N/A;16290
4786;25;19;1.073;1.02;6.88;12.97;15.4;21;60;1.066;35;N/A;extract;0.35;22;Bottling sugar;140;29783
4787;24;20.82;1.063;1.014;6.48;30.67;11.83;28.39;60;1.046;84;N/A;All Grain;0.35;22.22;N/A;N/A;
4788;7;20.82;1.061;1.012;6.53;77.65;6.41;11.36;60;1.113;75;N/A;Partial Mash;0.5;18.33;N/A;N/A;
4789;170;20.82;1.07;1.016;7.12;44.67;6.48;32.18;60;1.045;70;1.5;All Grain;0.35;20;N/A;N/A;27569
4790;39;24.61;1.043;1.014;3.77;40.63;8.89;30.28;60;1.035;75;N/A;Partial Mash;0.75;18.33;N/A;N/A;
4791;175;18.93;1.074;1.016;7.54;26.26;4.88;27.44;90;1.051;80;1.5;All Grain;N/A;N/A;N/A;N/A;53569
4792;24;20.82;1.085;1.025;7.88;94.52;5.15;28.39;60;1.062;70;1.5;All Grain;N/A;N/A;N/A;N/A;40209
4793;4;20.82;1.06;1.017;5.63;27.73;8.87;11.36;50;N/A;30;N/A;extract;N/A;N/A;Dextrose;3/4 Cup;1051
4794;116;9;1.06;1.017;5.64;70.42;8.5;10;60;1.054;70;N/A;BIAB;N/A;20;N/A;N/A;
4795;155;17.03;1.095;1.026;9.11;25.62;40;26.5;75;1.061;70;N/A;All Grain;N/A;20;Corn Sugar;3 oz;
4796;86;20.82;1.096;1.027;9.97;114.85;15.99;28.39;75;1.07;77;1.5;All Grain;0.75;18.89;N/A;N/A;
4797;6;18.93;1.083;1.021;8.19;61.43;28.02;24.61;60;1.064;35;N/A;extract;N/A;18.33;N/A;N/A;11261
4798;7;21;1.06;1.011;6.37;64.27;17.25;28;60;1.045;70;2.9;All Grain;0.35;21;N/A;N/A;33464
4799;157;20.82;1.036;1.01;3.44;28.01;6.03;26.41;60;N/A;75;N/A;All Grain;N/A;N/A;N/A;N/A;1809
4800;135;18.93;1.052;1.012;5.24;30.85;27.65;22.71;60;1.044;65;N/A;All Grain;1.25;15.56;N/A;N/A;24202
4801;132;24.61;1.099;1.029;9.22;87.95;50;26.5;5;1.092;60;1.5;All Grain;2;23.89;N/A;N/A;
4802;10;37.85;1.045;1.005;5.21;0;14.13;45.42;60;N/A;75;N/A;All Grain;N/A;N/A;N/A;N/A;
4803;12;25;1.065;1.017;6.37;62.91;42.18;28;60;1.058;70;N/A;BIAB;N/A;18;N/A;N/A;51696
4804;162;20.82;1.108;1.03;10.3;25.68;50;23.66;60;1.095;70;1.2;All Grain;N/A;N/A;N/A;N/A;
4805;116;7.57;1.09;1.017;9.59;46.88;19.13;9.46;60;1.072;82;N/A;Partial Mash;N/A;N/A;N/A;N/A;
4806;176;20.82;1.043;1.011;4.24;26.33;13.21;11.36;60;1.079;35;N/A;extract;N/A;N/A;N/A;N/A;13311
4807;132;7.57;1.095;1.027;8.98;60.43;40;12.11;60;N/A;70;N/A;All Grain;1;21.11;Maple Syrup;6 Tbsp;9599
4808;37;37.85;1.061;1.02;5.33;24.78;35.8;43.53;60;1.053;75;1.35;All Grain;N/A;20;N/A;N/A;
4809;7;20.82;1.071;1.02;6.67;128;9.56;9.46;60;1.155;35;N/A;extract;N/A;17.78;N/A;N/A;27600
4810;170;25;1.057;1.013;5.72;14.53;7.59;30.5;60;1.047;73;3;All Grain;0.35;17;N/A;N/A;
4811;92;19.87;1.066;1.015;6.65;37.04;17.77;22.71;60;1.058;46;N/A;BIAB;0.5;18.89;N/A;N/A;4013
4812;65;4.5;1.058;1.016;5.53;46.02;6.02;7;60;1.037;75;N/A;BIAB;N/A;N/A;N/A;N/A;18597
4813;132;23;1.119;1.03;11.73;78.05;50;30;60;1.091;75;3;All Grain;N/A;N/A;N/A;N/A;
4814;144;20.82;1.046;1.014;4.25;35.04;10.84;26.65;60;1.036;70;0.7;All Grain;0;-5.56;N/A;N/A;51866
4815;7;19.68;1.053;1.01;5.7;63.61;5.84;26.5;60;1.039;71;1.25;All Grain;N/A;N/A;N/A;N/A;45733
4816;24;23;1.059;1.012;6.14;26.34;17.48;28.5;90;1.047;75;3;All Grain;1.25;N/A;N/A;N/A;53254
4817;37;10;1.049;1.014;4.67;33.71;22.94;12;60;1.005;60;N/A;Partial Mash;1;18;N/A;N/A;28470
4818;15;22.71;1.05;1.01;5.23;29.89;5.21;29.34;90;1.039;80;1.54;All Grain;N/A;N/A;N/A;N/A;
4819;115;20.82;1.064;1.016;6.34;23.59;7.95;37.85;90;1.035;75;1.5;All Grain;1.5;10;N/A;N/A;19498
4820;115;18.93;1.056;1.016;5.33;20.23;11.47;24.61;60;N/A;35;N/A;extract;1.5;12.22;Corn Sugar;N/A;226
4821;7;20.82;1.065;1.018;6.12;62.06;7.65;28.39;60;1.047;75;2;All Grain;0.75;20;N/A;N/A;5889
4822;92;22.71;1.052;1.014;4.96;30.01;16.9;28.39;60;N/A;35;N/A;extract;0.75;21.11;N/A;N/A;
4823;111;45.42;1.115;1.02;12.45;0;63.12;55.83;60;N/A;75;N/A;Partial Mash;N/A;N/A;N/A;N/A;
4824;5;18.93;1.12;1.022;12.87;115.81;20.25;11.36;60;1.201;35;N/A;extract;N/A;N/A;N/A;N/A;
4825;7;20.82;1.08;1.02;7.83;109.14;8.29;24.61;60;N/A;70;N/A;All Grain;N/A;N/A;N/A;N/A;453
4826;15;20.82;1.06;1.013;6.17;24.18;23.23;28.39;60;1.044;76;1.5;All Grain;0.75;18.33;N/A;N/A;45835
4827;134;18.93;1.082;1.016;8.57;71.14;7.63;28.39;60;1.054;75;N/A;All Grain;N/A;N/A;N/A;N/A;
4828;86;20.82;1.076;1.018;7.62;114.91;6.28;32.18;60;1.049;70;1.25;All Grain;N/A;20;N/A;N/A;11614
4829;4;41.64;1.062;1.015;6.26;72.23;18.75;49.21;60;N/A;60;N/A;All Grain;0.5;N/A;Corn Sugar;3.5oz;10251
4830;175;22;14.6425;7.6525;3.83;44.07;4.51;28;60;11.6;70;3.5;All Grain;0.75;24;N/A;N/A;
4831;132;20.82;1.081;1.026;7.28;116.52;50;29.34;60;1.058;55;1.2;All Grain;1.25;18.33;N/A;N/A;39936
4832;30;41.64;1.063;1.016;6.18;0;4.1;18.93;60;N/A;75;N/A;All Grain;N/A;N/A;N/A;N/A;
4833;9;18.93;1.018;1.011;0.97;0;0;7.57;1;1.046;100;1.3;All Grain;N/A;25;N/A;N/A;
4834;10;18.93;1.056;1.017;5.12;73.13;9.7;7.57;60;1.139;35;N/A;extract;N/A;23.33;N/A;N/A;27796
4835;7;20.06;1.081;1.02;7.99;151.4;5.98;26.5;60;1.061;70;1.5;All Grain;N/A;N/A;N/A;N/A;
4836;57;18.93;1.073;1.018;10;0;0;18.93;60;N/A;75;N/A;extract;N/A;N/A;N/A;N/A;
4837;22;18.93;1.063;1.014;6.47;26.03;16.08;24.61;60;1.049;70;1.4;All Grain;1.25;26.11;N/A;N/A;43816
4838;10;7.57;1.059;1.015;5.84;68.88;6.37;13.25;60;1.034;70;1.5;All Grain;N/A;N/A;N/A;N/A;
4839;129;20.82;1.052;1.015;4.89;29.34;35.57;28.39;90;1.038;70;1.24;All Grain;N/A;18.33;N/A;N/A;8363
4840;115;20.82;1.059;1.015;5.74;22.45;9.08;24.98;60;1.049;75;1.2;All Grain;0.35;21.11;forced CO_2;N/A;
4841;12;20.82;1.063;1.018;5.91;53.5;40;15.14;60;N/A;95;N/A;extract;N/A;N/A;N/A;N/A;226
4842;50;11.36;1.053;1.008;5.84;51.26;3.55;14.2;75;1.042;80;N/A;BIAB;1.5;15.56;N/A;N/A;
4843;7;19.87;1.055;1.01;5.92;59.71;6.81;26.5;60;1.041;70;1.25;All Grain;N/A;20;N/A;N/A;
4844;109;79.49;1.051;1.012;5.12;23.43;3.89;88.96;90;1.045;85;1.6;All Grain;2;8.89;keg;8 psi;10445
4845;94;20.82;1.038;1.009;3.69;24.55;5.59;28.39;90;1.028;70;1.25;All Grain;0.75;18.33;Keg;N/A;26930
4846;45;20.82;1.048;1.012;4.73;41.97;5.67;24.61;60;1.041;35;N/A;extract;N/A;20;N/A;N/A;
4847;84;22.71;1.066;1.016;6.63;42.64;7.28;28.39;60;1.053;72;1.25;All Grain;1;15.56;N/A;N/A;
4848;10;15;1.051;1.009;5.57;31.68;7.79;20;60;1.038;70;N/A;BIAB;N/A;20;sugar;6g/l;
4849;10;20.5;1.058;1.013;5.88;57.86;8.38;25.5;60;1.047;78;3.5;All Grain;N/A;18;N/A;N/A;35104
4850;86;18.93;1.055;1.008;6.21;124.15;6.93;24.61;60;1.033;35;N/A;Partial Mash;0.75;19.44;N/A;N/A;2005
4851;129;46;1.069;1.014;7.23;48.77;41.64;55.5;60;1.058;70;2.9;All Grain;0.75;N/A;N/A;N/A;42083
4852;10;27;1.054;1.013;5.51;32.28;12.68;28;60;1.052;70;3.2;All Grain;N/A;N/A;N/A;N/A;
4853;167;22;1.044;1.007;4.95;52.07;5.38;28.5;60;1.034;72;N/A;All Grain;1.5;14;N/A;N/A;
4854;156;18.93;1.049;1.012;4.94;2.26;3.56;11.36;20;1.082;35;N/A;extract;0.35;20;N/A;N/A;22244
4855;10;18.93;1.072;1.026;6.01;12.8;11.16;11.36;60;1.12;35;N/A;Partial Mash;0.35;23.89;sugar destrose;5 oz.;
4856;22;21;1.068;1.02;6.25;15.28;13.63;7;60;1.204;35;N/A;extract;N/A;21;N/A;N/A;28970
4857;4;20.82;1.067;1.017;6.58;98.2;14.48;27.63;75;1.05;70;N/A;All Grain;N/A;20;N/A;N/A;8363
4858;157;23;1.038;1.005;4.4;59.87;13.89;28.5;60;N/A;56;N/A;BIAB;0.35;17;N/A;N/A;
4859;114;37.85;1.059;1.019;5.24;41.09;37.77;49.21;60;1.045;73;1.5;All Grain;0.75;20.56;N/A;N/A;
4860;10;18.93;1.072;1.018;7.1;132.07;4.3;22.71;60;N/A;75;N/A;BIAB;N/A;18.33;N/A;N/A;8348
4861;10;20.82;1.055;1.013;5.48;37.44;9.47;28.39;60;1.041;75;1.5;All Grain;0.35;16.67;N/A;N/A;
4862;36;22.5;1.064;1.016;6.27;24.89;16.85;27.5;90;1.052;80;3;All Grain;N/A;N/A;N/A;N/A;
4863;132;21;1.08;1.022;7.53;33.95;40;28.5;60;1.059;60;3;All Grain;N/A;19;N/A;N/A;17521
4864;4;20.82;1.074;1.017;7.43;78.37;17.55;24.61;60;1.063;70;1.4;All Grain;N/A;N/A;N/A;N/A;
4865;77;60.57;1.048;1.007;5.32;49.29;3.57;66.24;60;1.044;74;1.5;All Grain;N/A;N/A;N/A;N/A;
4866;111;43.53;1.057;1.016;5.36;94.74;5.64;49.21;60;N/A;70;N/A;All Grain;N/A;N/A;N/A;N/A;348
4867;30;20.82;1.05;1.012;4.91;27.21;5.14;24.61;60;1.042;75;1.25;All Grain;0.35;16.67;N/A;N/A;
4868;7;21.77;1.046;1.011;4.5;85.55;17.87;26.5;80;1.038;75;N/A;BIAB;0.35;18.33;N/A;N/A;8444
4869;10;3.79;1.055;1.009;5.98;30;5.67;5.3;30;1.039;74;N/A;BIAB;0.75;20;N/A;N/A;
4870;167;20.82;1.055;1.013;5.52;24.11;7.47;26.5;60;N/A;75;N/A;All Grain;N/A;12.78;N/A;N/A;2304
4871;7;3.79;1.07;1.019;6.63;116.64;7.15;5.68;60;1.046;70;1.5;All Grain;N/A;N/A;N/A;N/A;
4872;86;24;1.084;1.017;8.89;69.92;5.84;29;60;1.07;73;N/A;BIAB;1;19;N/A;N/A;
4873;162;23;14.7079;5.60851;4.95;41.28;35.79;28;60;12.2;70;3;All Grain;N/A;27;N/A;N/A;
4874;7;24;1.062;1.012;6.55;48.52;25.47;28.5;60;1.053;80;3;All Grain;N/A;22;N/A;N/A;35104
4875;12;3.79;1.073;1.021;6.92;85.7;40;5.68;60;1.049;35;N/A;extract;0.35;18.33;N/A;N/A;
4876;7;22.71;1.069;1.016;6.89;72.92;7.67;28.39;60;N/A;70;N/A;All Grain;0.75;19.44;N/A;N/A;
4877;21;26.5;1.107;1.026;10.68;43.09;20.49;34.07;90;N/A;70;N/A;All Grain;N/A;N/A;N/A;N/A;2621
4878;7;16;1.067;1.017;6.58;67.18;9.65;21;60;1.051;70;N/A;BIAB;1;18;N/A;N/A;
4879;86;22.71;1.076;1.019;7.47;111.68;16.4;28.39;90;N/A;80;N/A;All Grain;N/A;N/A;N/A;N/A;
4880;94;45.42;1.062;1.015;6.07;24.94;4.67;53;60;N/A;75;N/A;All Grain;N/A;N/A;N/A;N/A;14477
4881;20;100;1.065;1.019;5.94;19.93;6.45;110;90;1.059;75;3;All Grain;0.75;18;N/A;N/A;
4882;30;45.42;10.1383;2.47392;4.06;27.2;4.62;53;60;8.7;70;1.5;All Grain;0.75;17.22;N/A;N/A;
4883;116;50;1.074;1.018;7.35;50.7;25.04;58;60;1.05;73;N/A;All Grain;N/A;19;Sukkerlake;5 g sukker/l;18325
4884;108;50;1.064;1.017;6.16;21.9;19.12;65;90;1.049;70;3;All Grain;1.5;10;Sugar;6 gr/liter;
4885;175;18.93;1.051;1.012;5.04;17.31;3.27;24.61;60;1.039;75;N/A;All Grain;N/A;18.33;N/A;N/A;21211
4886;61;27;1.051;1.006;5.87;11.34;19.92;22;60;1.062;75;3.1;All Grain;N/A;20;N/A;N/A;51285
4887;7;24.61;1.065;1.013;6.81;101.28;4.34;30.28;90;1.053;80;N/A;All Grain;1;19.44;N/A;N/A;5385
4888;170;21;1.052;1.014;5.09;10.79;3.47;24;75;1.046;75;2.5;All Grain;N/A;19;N/A;N/A;
4889;85;20.82;1.072;1.017;7.24;42.77;15.84;28.39;60;1.053;76;1.5;All Grain;0.5;17.22;N/A;N/A;34039
4890;47;23;1.04;1.005;4.54;34.36;8.75;28.5;90;1.032;75;N/A;BIAB;N/A;15;N/A;N/A;49121
4891;147;25;1.068;1.011;7.48;71.13;6.95;30;60;1.056;80;2.4;All Grain;1;20;N/A;N/A;64061
4892;132;24.61;1.125;1.034;11.98;70.8;40;30.28;90;N/A;75;N/A;All Grain;1.25;21.11;Corn sugar;;
4893;65;45;1.067;1.01;7.49;69.88;13.06;53;90;1.057;79;3;All Grain;1.25;18;N/A;N/A;
4894;6;4;1.054;1.014;5.32;26.4;28.61;5.5;60;1.039;70;1.5;All Grain;N/A;N/A;N/A;N/A;
4895;139;18.93;1.037;1.009;3.66;0;14.8;22.15;60;N/A;73;N/A;All Grain;N/A;N/A;N/A;N/A;
4896;68;20;1.055;1.015;5.22;35.79;7.66;23.5;60;N/A;80;N/A;All Grain;N/A;N/A;N/A;N/A;5399
4897;156;20.82;1.059;1.009;6.54;15.11;3.31;30.28;90;1.037;86;1.5;All Grain;2;8.89;N/A;N/A;34701
4898;170;22.71;1.05;1.012;4.9;17.31;3.01;26.5;60;1.043;70;1;All Grain;0.5;18.33;N/A;N/A;23942
4899;40;20.8;1.044;1.008;4.76;11.07;3.54;28.5;60;1.032;65;3.1;All Grain;1.5;12;N/A;N/A;
4900;7;25;1.072;1.014;7.64;25.99;12.26;28.5;90;1.063;85;3;All Grain;N/A;20;N/A;N/A;55078
4901;139;3.79;1.039;1.01;3.83;16.29;12.73;7.57;120;1.019;65;1;All Grain;N/A;N/A;N/A;N/A;
4902;5;20.82;1.071;1.018;7.03;95.91;15.01;13.25;60;1.112;70;N/A;Partial Mash;0.75;20;N/A;N/A;10101
4903;7;18.93;1.08;1.028;6.83;110.15;7.32;11.36;60;1.134;35;N/A;extract;1;22.22;N/A;N/A;21242
4904;151;22;1.067;1.017;6.58;50.67;11;28;90;1.053;71;N/A;All Grain;N/A;N/A;N/A;N/A;
4905;10;18.93;1.056;1.016;5.21;46.02;4.86;22.71;75;1.047;70;1.5;All Grain;0.35;20.56;N/A;N/A;
4906;6;20.82;1.059;1.014;5.99;19.13;20.44;28.39;90;1.041;70;N/A;All Grain;1.25;21.11;N/A;N/A;
4907;175;20.82;1.047;1.01;4.96;32.26;3.02;26.5;90;1.037;75;1.25;All Grain;0.35;20;N/A;N/A;
4908;134;23;1.064;1.008;7.28;33.26;10.78;20;60;1.073;64;N/A;All Grain;2;30;N/A;N/A;
4909;10;18.93;1.057;1.016;5.35;62.63;6.75;28.39;60;1.038;65;1.25;All Grain;1;18.89;N/A;N/A;29934
4910;92;20.82;1.06;1.017;5.64;25.73;18.39;26.5;60;N/A;70;N/A;All Grain;N/A;N/A;N/A;N/A;87
4911;175;18.93;1.052;1.012;5.22;0;3.5;26.48;75;N/A;75;N/A;All Grain;N/A;N/A;N/A;N/A;
4912;45;20.82;1.058;1.014;5.77;21.59;7.12;28.39;75;1.043;74;1.5;All Grain;2;17.78;N/A;N/A;34701
4913;86;22.71;1.07;1.017;7.07;328.32;4.75;30.28;90;1.053;70;1.25;All Grain;1;18.33;N/A;N/A;
4914;15;11.36;1.052;1.015;4.9;23.43;4.76;13.25;60;1.044;70;1;All Grain;0.35;21.11;Corn sugar;tbd;15949
4915;15;7.57;1.043;1.012;4.1;15.9;4.55;9.46;60;N/A;35;N/A;Partial Mash;0.35;21.11;N/A;N/A;15949
4916;72;22;1.058;1.012;6.25;30.84;42.03;30;60;1.043;65;3.5;All Grain;0.75;18;N/A;N/A;55237
4917;86;20.82;1.075;1.019;7.34;121.9;4.51;28.39;60;1.055;68;1.66;All Grain;1.25;18.33;N/A;N/A;15542
4918;94;15;1.054;1.014;5.18;29.76;3.25;16;60;1.05;72;N/A;Partial Mash;N/A;20;N/A;N/A;
4919;7;21;1.074;1.017;7.4;66.22;11.12;14;45;N/A;40;N/A;Partial Mash;N/A;N/A;Sugar;120g;
4920;34;18.93;1.055;1.014;5.41;22.03;24.15;24.61;90;1.042;70;N/A;All Grain;0.75;21.11;N/A;N/A;
4921;94;19.87;1.054;1.01;5.76;7.74;8.68;11.36;60;1.095;35;N/A;extract;0.5;N/A;N/A;N/A;4268
4922;107;18.93;1.047;1.013;4.44;20.78;8.28;24.15;60;1.037;80;1.5;All Grain;N/A;21.11;N/A;N/A;53569
4923;7;20.82;1.052;1.013;5.14;58.7;6.11;26.5;60;N/A;70;N/A;All Grain;N/A;N/A;N/A;N/A;2304
4924;7;43.53;1.063;1.012;6.64;68.46;4.43;51.1;60;1.054;77;1.33;All Grain;N/A;16.67;N/A;N/A;22126
4925;146;25;1.05;1.011;5.06;28.28;4.87;32;70;1.039;70;N/A;BIAB;N/A;18;N/A;N/A;
4926;134;44;1.067;1.019;6.57;45.01;4.93;52.3;70;1.056;65;4;All Grain;0.75;20;Sugar;6 g/l;29406
4927;39;42;1.055;1.013;5.51;52.96;7.1;55;80;1.042;70;N/A;All Grain;N/A;N/A;N/A;N/A;2373
4928;4;64.35;1.048;1.014;4.48;31.15;10.6;81.39;60;1.038;70;1.5;All Grain;N/A;N/A;N/A;N/A;
4929;10;21.77;1.063;1.013;6.63;42.25;7.93;26.5;60;N/A;81;N/A;All Grain;N/A;N/A;N/A;N/A;1569
4930;106;20.82;1.075;1.014;8.03;12.63;7.44;28.39;75;1.055;80;N/A;All Grain;N/A;N/A;N/A;N/A;
4931;10;23;1.045;1.009;4.81;19.76;4.4;11;60;1.095;25;N/A;extract;N/A;N/A;N/A;N/A;
